"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 40-44","2015Q2",73.48,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 45-49","2015Q2",75.67,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 50-54","2015Q2",75.08,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 55-59","2015Q2",66.26,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 60-64","2015Q2",48.92,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 65+","2015Q2",15.12,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2015Q1",56.97,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-64","2015Q1",72.59,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2015Q1",37.68,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2015Q1",59.35,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2015Q1",67.3,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-64","2015Q1",81.4,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2015Q1",37.75,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2015Q1",71.2,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2015Q1",47.36,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-64","2015Q1",63.67,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2015Q1",37.61,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2015Q1",48.49,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): Total","2015Q1",56.97,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): 15-24","2015Q1",37.68,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): 25-54","2015Q1",82.31,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): 55-64","2015Q1",69.58,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): 65+","2015Q1",21,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): Total","2015Q1",67.3,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): 15-24","2015Q1",37.75,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): 25-54","2015Q1",92.07,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): 55-64","2015Q1",82.43,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): 65+","2015Q1",29.5,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): Total","2015Q1",47.36,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): 15-24","2015Q1",37.61,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): 25-54","2015Q1",72.35,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): 55-64","2015Q1",57.09,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): 65+","2015Q1",14.54,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): Total","2015Q1",56.97,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 15-24","2015Q1",37.68,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 25-34","2015Q1",80.96,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 35-44","2015Q1",82.25,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 45-54","2015Q1",83.51,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 55-64","2015Q1",69.58,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 65+","2015Q1",21,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): Total","2015Q1",67.3,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 15-24","2015Q1",37.75,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 25-34","2015Q1",89.75,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 35-44","2015Q1",93.21,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 45-54","2015Q1",92.77,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 55-64","2015Q1",82.43,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 65+","2015Q1",29.5,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): Total","2015Q1",47.36,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 15-24","2015Q1",37.61,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 25-34","2015Q1",71.88,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 35-44","2015Q1",70.99,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 45-54","2015Q1",74.22,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 55-64","2015Q1",57.09,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 65+","2015Q1",14.54,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): Total","2015Q1",56.97,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 15-19","2015Q1",13.39,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 20-24","2015Q1",61.23,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 25-29","2015Q1",81.71,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 30-34","2015Q1",80.28,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 35-39","2015Q1",80.85,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 40-44","2015Q1",83.46,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 45-49","2015Q1",83.82,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 50-54","2015Q1",83.17,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 55-59","2015Q1",78.79,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 60-64","2015Q1",61.57,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 65+","2015Q1",21,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): Total","2015Q1",67.3,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 15-19","2015Q1",12.6,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 20-24","2015Q1",62.22,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 25-29","2015Q1",87.43,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 30-34","2015Q1",91.89,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 35-39","2015Q1",92.32,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 40-44","2015Q1",93.99,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 45-49","2015Q1",92.94,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 50-54","2015Q1",92.57,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 55-59","2015Q1",90.66,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 60-64","2015Q1",75.1,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 65+","2015Q1",29.5,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): Total","2015Q1",47.36,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 15-19","2015Q1",14.23,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 20-24","2015Q1",60.19,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 25-29","2015Q1",75.71,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 30-34","2015Q1",68.41,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 35-39","2015Q1",69.08,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 40-44","2015Q1",72.65,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 45-49","2015Q1",74.57,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 50-54","2015Q1",73.84,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 55-59","2015Q1",66.96,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 60-64","2015Q1",48.7,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 65+","2015Q1",14.54,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2014Q4",57.48,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-64","2014Q4",73.08,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2014Q4",40.03,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2014Q4",59.63,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2014Q4",67.66,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-64","2014Q4",81.61,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2014Q4",39.16,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2014Q4",71.42,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2014Q4",48.01,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-64","2014Q4",64.44,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2014Q4",40.94,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2014Q4",48.83,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): Total","2014Q4",57.48,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): 15-24","2014Q4",40.03,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): 25-54","2014Q4",82.61,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): 55-64","2014Q4",69.22,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): 65+","2014Q4",21.04,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): Total","2014Q4",67.66,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): 15-24","2014Q4",39.16,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): 25-54","2014Q4",92.14,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): 55-64","2014Q4",82.13,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): 65+","2014Q4",29.63,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): Total","2014Q4",48.01,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): 15-24","2014Q4",40.94,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): 25-54","2014Q4",72.89,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): 55-64","2014Q4",56.75,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): 65+","2014Q4",14.53,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): Total","2014Q4",57.48,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 15-24","2014Q4",40.03,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 25-34","2014Q4",81.54,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 35-44","2014Q4",82.64,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 45-54","2014Q4",83.5,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 55-64","2014Q4",69.22,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 65+","2014Q4",21.04,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): Total","2014Q4",67.66,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 15-24","2014Q4",39.16,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 25-34","2014Q4",90.06,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 35-44","2014Q4",93.45,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 45-54","2014Q4",92.46,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 55-64","2014Q4",82.13,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 65+","2014Q4",29.63,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): Total","2014Q4",48.01,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 15-24","2014Q4",40.94,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
